#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.3351  -14.3800  -14.2840  -14.2836  -13.3052  -13.3045  -13.1523   -6.0825   -5.6374   -5.6369   -3.7123   -3.6988   -3.6943   -3.3737   -3.3729   -2.9666   -2.7605   -2.7511   -2.7476   -2.4321   -2.4281   -2.4113   -1.7699   -1.7330   -1.1015   -0.8838   -0.4737   -0.4610    1.7812    1.9670    1.9993    2.1615    2.2143    2.2154    2.2199    2.2259    2.2441    2.7501    2.7643
  0.3686  -14.3203  -14.2251  -14.2246  -13.2758  -13.2749  -13.1261   -6.0225   -5.5837   -5.5832   -3.8178   -3.8014   -3.7979   -3.4746   -3.4733   -3.0977   -2.7001   -2.6896   -2.6861   -2.5079   -2.5042   -2.4865   -1.7854   -1.7415   -1.1347   -0.9122   -0.5638   -0.5473    1.6926    1.9287    1.9665    2.1107    2.1789    2.1946    2.2197    2.2243    2.2632    2.8285    2.8751
  0.4021  -14.2560  -14.1619  -14.1611  -13.2444  -13.2431  -13.0981   -5.9618   -5.5313   -5.5308   -3.9233   -3.9035   -3.9018   -3.5764   -3.5749   -3.2299   -2.6361   -2.6261   -2.6224   -2.5835   -2.5799   -2.5633   -1.8106   -1.7590   -1.1799   -0.9481   -0.6596   -0.6391    1.6152    1.8982    1.9383    2.0603    2.1315    2.1450    2.2381    2.2464    2.3195    2.8899    2.9113
  0.4356  -14.1875  -14.0946  -14.0936  -13.2109  -13.2094  -13.0683   -5.9021   -5.4825   -5.4822   -4.0265   -4.0038   -4.0027   -3.6788   -3.6769   -3.3630   -2.6650   -2.6625   -2.6410   -2.5687   -2.5530   -2.5503   -1.8444   -1.7846   -1.2350   -0.9918   -0.7590   -0.7344    1.5513    1.8761    1.9164    2.0112    2.0845    2.0962    2.2693    2.2799    2.3874    2.9670    2.9972
  0.4691  -14.1152  -14.0236  -14.0224  -13.1758  -13.1738  -13.0371   -5.8456   -5.4406   -5.4403   -4.1251   -4.1017   -4.0968   -3.7808   -3.7787   -3.4963   -2.7428   -2.7404   -2.7185   -2.4989   -2.4819   -2.4790   -1.8855   -1.8171   -1.2975   -1.0428   -0.8596   -0.8310    1.5024    1.8628    1.9014    1.9642    2.0388    2.0488    2.3116    2.3238    2.4650    3.0404    3.0728
  0.5026  -14.0395  -13.9494  -13.9479  -13.1391  -13.1366  -13.0046   -5.7951   -5.4093   -5.4086   -4.2164   -4.1932   -4.1835   -3.8810   -3.8793   -3.6296   -2.8203   -2.8180   -2.7955   -2.4271   -2.4081   -2.4052   -1.9323   -1.8550   -1.3654   -1.0997   -0.9586   -0.9266    1.4691    1.8579    1.8938    1.9200    1.9952    2.0037    2.3635    2.3770    2.5502    3.1127    3.1311
  0.5361  -13.9607  -13.8725  -13.8705  -13.1011  -13.0980  -12.9710   -5.7533   -5.3923   -5.3909   -4.2986   -4.2758   -4.2616   -3.9775   -3.9773   -3.7621   -2.8965   -2.8944   -2.8712   -2.3541   -2.3327   -2.3299   -1.9834   -1.8968   -1.4363   -1.1606   -1.0533   -1.0186    1.4513    1.8609    1.8792    1.8934    1.9543    1.9616    2.4234    2.4384    2.6409    3.1822    3.1993
  0.5696  -13.8795  -13.7933  -13.7909  -13.0622  -13.0584  -12.9366   -5.7233   -5.3925   -5.3907   -4.3710   -4.3472   -4.3324   -4.0707   -4.0660   -3.8935   -2.9709   -2.9690   -2.9451   -2.2806   -2.2566   -2.2539   -2.0370   -1.9411   -1.5086   -1.2229   -1.1406   -1.1042    1.4484    1.8426    1.8711    1.8997    1.9168    1.9229    2.4894    2.5066    2.7350    3.2479    3.2790
  0.6031  -13.7963  -13.7125  -13.7095  -13.0226  -13.0179  -12.9017   -5.7080   -5.4115   -5.4097   -4.4358   -4.4058   -4.4005   -4.1557   -4.1413   -4.0228   -3.0430   -3.0413   -3.0168   -2.2075   -2.1806   -2.1779   -2.0917   -1.9865   -1.5807   -1.2839   -1.2178   -1.1809    1.4591    1.8106    1.8833    1.8875    1.8883    1.9121    2.5598    2.5803    2.8305    3.3157    3.3758
  0.6366  -13.7118  -13.6306  -13.6268  -12.9826  -12.9770  -12.8665   -5.7089   -5.4484   -5.4477   -4.4986   -4.4729   -4.4509   -4.2278   -4.1975   -4.1493   -3.1125   -3.1109   -3.0858   -2.1463   -2.1353   -2.1053   -2.1027   -2.0319   -1.6512   -1.3404   -1.2823   -1.2462    1.4820    1.7836    1.8540    1.8582    1.9092    1.9300    2.6331    2.6580    2.9255    3.3688    3.3839
  0.6701  -13.6265  -13.5482  -13.5437  -12.9425  -12.9358  -12.8315   -5.7263   -5.5019   -5.5006   -4.5657   -4.5535   -4.4841   -4.2833   -4.2715   -4.2338   -3.1788   -3.1774   -3.1517   -2.1997   -2.0761   -2.0650   -2.0317   -2.0292   -1.7193   -1.3895   -1.3322   -1.2980    1.5156    1.7618    1.8294    1.8328    1.9355    1.9525    2.7074    2.7383    3.0180    3.4270    3.4360
  0.7036  -13.5412  -13.4662  -13.4607  -12.9028  -12.8948  -12.7968   -5.7587   -5.5684   -5.5642   -4.6407   -4.6400   -4.5109   -4.3855   -4.3232   -4.2556   -3.2418   -3.2405   -3.2143   -2.2508   -2.1181   -1.9973   -1.9603   -1.9579   -1.7841   -1.4287   -1.3662   -1.3349    1.5583    1.7454    1.8096    1.8124    1.9655    1.9791    2.7814    2.8200    3.1094    3.4686    3.5159
  0.7371  -13.4567  -13.3853  -13.3786  -12.8637  -12.8543  -12.7630   -5.8033   -5.6432   -5.6354   -4.7309   -4.7197   -4.5534   -4.4719   -4.3526   -4.2697   -3.3010   -3.2999   -3.2732   -2.2988   -2.1571   -1.9328   -1.8921   -1.8897   -1.8454   -1.4558   -1.3839   -1.3561    1.6086    1.7345    1.7948    1.7969    1.9984    2.0091    2.8534    2.9017    3.1907    3.5176    3.5446
  0.7706  -13.3736  -13.3063  -13.2983  -12.8258  -12.8147  -12.7303   -5.8567   -5.7225   -5.7106   -4.8209   -4.8012   -4.6409   -4.5038   -4.3772   -4.2818   -3.3563   -3.3553   -3.3283   -2.3432   -2.1925   -1.9029   -1.8721   -1.8275   -1.8253   -1.4696   -1.3861   -1.3616    1.6651    1.7287    1.7846    1.7863    2.0337    2.0417    2.9221    2.9820    3.2670    3.5533    3.5653
  0.8042  -13.2929  -13.2300  -13.2204  -12.7894  -12.7764  -12.6991   -5.9156   -5.8033   -5.7870   -4.9084   -4.8815   -4.7402   -4.5167   -4.4008   -4.2949   -3.4075   -3.4066   -3.3792   -2.3836   -2.2235   -1.9565   -1.8158   -1.7673   -1.7652   -1.4694   -1.3742   -1.3526    1.7263    1.7277    1.7790    1.7803    2.0705    2.0764    2.9869    3.0603    3.3383    3.5907    3.7084
  0.8377  -13.2154  -13.1574  -13.1461  -12.7549  -12.7398  -12.6698   -5.9768   -5.8831   -5.8623   -4.9918   -4.9584   -4.8360   -4.5269   -4.4253   -4.3106   -3.4543   -3.4535   -3.4257   -2.4196   -2.2500   -2.0062   -1.7644   -1.7119   -1.7100   -1.4560   -1.3506   -1.3309    1.7309    1.7775    1.7784    1.7910    2.1081    2.1124    3.0457    3.1359    3.4256    3.6221    3.6418
  0.8712  -13.1422  -13.0894  -13.0760  -12.7227  -12.7053  -12.6428   -6.0378   -5.9600   -5.9345   -5.0697   -5.0303   -4.9254   -4.5376   -4.4511   -4.3290   -3.4966   -3.4959   -3.4678   -2.4513   -2.2717   -2.0520   -1.7181   -1.6617   -1.6600   -1.4306   -1.3184   -1.2990    1.7376    1.7793    1.7800    1.8579    2.1459    2.1492    3.0977    3.2044    3.4561    3.6519    3.6768
  0.9047  -13.0741  -13.0270  -13.0112  -12.6933  -12.6733  -12.6184   -6.0962   -6.0322   -6.0021   -5.1409   -5.0958   -5.0070   -4.5496   -4.4777   -4.3494   -3.5342   -3.5336   -3.5053   -2.4787   -2.2886   -2.0940   -1.6771   -1.6171   -1.6156   -1.3955   -1.2809   -1.2599    1.7470    1.7840    1.7844    1.9255    2.1827    2.1858    3.1436    3.2695    3.4923    3.6731    3.7024
  0.9382  -13.0120  -12.9710  -12.9526  -12.6671  -12.6441  -12.5969   -6.1503   -6.0982   -6.0635   -5.2045   -5.1539   -5.0799   -4.5625   -4.5042   -4.3707   -3.5671   -3.5666   -3.5380   -2.5019   -2.3009   -2.1323   -1.6417   -1.5783   -1.5769   -1.3537   -1.2416   -1.2171    1.7581    1.7905    1.7908    1.9926    2.2174    2.2215    3.1830    3.3322    3.5290    3.6946    3.7118
  0.9717  -12.9571  -12.9224  -12.9010  -12.6443  -12.6182  -12.5788   -6.1984   -6.1568   -6.1177   -5.2597   -5.2037   -5.1435   -4.5754   -4.5295   -4.3915   -3.5950   -3.5946   -3.5658   -2.5211   -2.3086   -2.1668   -1.6118   -1.5454   -1.5442   -1.3081   -1.2040   -1.1738    1.7698    1.7981    1.7983    2.0575    2.2486    2.2550    3.2153    3.3809    3.5563    3.7090    3.7497
  1.0052  -12.9100  -12.8819  -12.8575  -12.6253  -12.5958  -12.5643   -6.2390   -6.2070   -6.1635   -5.3058   -5.2445   -5.1973   -4.5872   -4.5523   -4.4105   -3.6180   -3.6176   -3.5887   -2.5366   -2.3120   -2.1977   -1.5874   -1.5184   -1.5174   -1.2623   -1.1714   -1.1333    1.7811    1.8058    1.8060    2.1185    2.2743    2.2851    3.2403    3.4270    3.5652    3.7220    3.7547
  1.0387  -12.8716  -12.8504  -12.8226  -12.6103  -12.5772  -12.5536   -6.2711   -6.2478   -6.2002   -5.3424   -5.2756   -5.2408   -4.5969   -4.5719   -4.4266   -3.6359   -3.6356   -3.6066   -2.5484   -2.3112   -2.2249   -1.5686   -1.4975   -1.4967   -1.2193   -1.1464   -1.0985    1.7910    1.8128    1.8130    2.1738    2.2927    2.3105    3.2596    3.4652    3.5691    3.7329    3.7464
  1.0722  -12.8427  -12.8284  -12.7971  -12.5995  -12.5627  -12.5470   -6.2937   -6.2785   -6.2269   -5.3688   -5.2966   -5.2737   -4.6036   -4.5875   -4.4388   -3.6488   -3.6485   -3.6194   -2.5567   -2.3063   -2.2485   -1.5552   -1.4825   -1.4819   -1.1821   -1.1311   -1.0718    1.7988    1.8183    1.8186    2.2211    2.3016    2.3299    3.2731    3.5100    3.5654    3.7401    3.7855
  1.1057  -12.8237  -12.8165  -12.7816  -12.5930  -12.5523  -12.5445   -6.3061   -6.2986   -6.2431   -5.3847   -5.3071   -5.2957   -4.6064   -4.5985   -4.4464   -3.6565   -3.6563   -3.6271   -2.5616   -2.2974   -2.2685   -1.5472   -1.4735   -1.4732   -1.1532   -1.1270   -1.0550    1.8037    1.8219    1.8221    2.2588    2.2994    2.3421    3.2817    3.5246    3.5644    3.7446    3.8652
  1.1392  -12.8150  -12.8148  -12.7764  -12.5908  -12.5464  -12.5462   -6.3079   -6.3077   -6.2486   -5.3901   -5.3070   -5.3068   -4.6049   -4.6047   -4.4490   -3.6591   -3.6589   -3.6297   -2.5633   -2.2849   -2.2847   -1.5446   -1.4704   -1.4702   -1.1345   -1.1344   -1.0493    1.8054    1.8232    1.8234    2.2851    2.2853    2.3463    3.2847    3.5429    3.5619    3.7456    3.8721
  1.1392  -12.8150  -12.8148  -12.7764  -12.5908  -12.5464  -12.5462   -6.3079   -6.3077   -6.2486   -5.3901   -5.3070   -5.3068   -4.6049   -4.6047   -4.4490   -3.6591   -3.6589   -3.6297   -2.5633   -2.2849   -2.2847   -1.5446   -1.4704   -1.4702   -1.1345   -1.1344   -1.0493    1.8054    1.8232    1.8234    2.2851    2.2853    2.3463    3.2869    3.5429    3.5561    3.7457    3.8434
  1.1586  -12.8145  -12.8143  -12.7759  -12.5905  -12.5461  -12.5459   -6.3065   -6.3063   -6.2472   -5.3909   -5.3080   -5.3078   -4.6045   -4.6043   -4.4485   -3.6593   -3.6591   -3.6306   -2.5625   -2.2848   -2.2846   -1.5548   -1.4820   -1.4818   -1.1277   -1.1275   -1.0441    1.8063    1.8233    1.8236    2.2856    2.2858    2.3467    3.2864    3.5437    3.5970    3.7424    3.9123
  1.1779  -12.8131  -12.8129  -12.7746  -12.5895  -12.5452  -12.5450   -6.3023   -6.3021   -6.2430   -5.3932   -5.3111   -5.3109   -4.6032   -4.6031   -4.4471   -3.6601   -3.6599   -3.6334   -2.5601   -2.2844   -2.2842   -1.5843   -1.5141   -1.5139   -1.1095   -1.1093   -1.0298    1.8089    1.8238    1.8240    2.2874    2.2876    2.3479    3.2937    3.5455    3.5561    3.7332    3.8871
  1.1972  -12.8108  -12.8106  -12.7725  -12.5878  -12.5437  -12.5435   -6.2953   -6.2951   -6.2360   -5.3971   -5.3162   -5.3161   -4.6012   -4.6010   -4.4447   -3.6612   -3.6610   -3.6380   -2.5564   -2.2838   -2.2837   -1.6300   -1.5619   -1.5617   -1.0847   -1.0845   -1.0091    1.8130    1.8245    1.8247    2.2905    2.2907    2.3501    3.3032    3.5472    3.5703    3.7196    3.8249
  1.2166  -12.8076  -12.8074  -12.7694  -12.5855  -12.5416  -12.5414   -6.2855   -6.2853   -6.2263   -5.4026   -5.3234   -5.3233   -4.5984   -4.5982   -4.4414   -3.6627   -3.6625   -3.6440   -2.5514   -2.2832   -2.2830   -1.6887   -1.6212   -1.6210   -1.0573   -1.0571   -0.9851    1.8181    1.8251    1.8253    2.2950    2.2952    2.3536    3.3190    3.5456    3.5653    3.7054    3.7528
  1.2359  -12.8036  -12.8034  -12.7656  -12.5826  -12.5389  -12.5387   -6.2730   -6.2728   -6.2139   -5.4098   -5.3327   -5.3325   -4.5947   -4.5945   -4.4373   -3.6643   -3.6641   -3.6513   -2.5453   -2.2826   -2.2824   -1.7576   -1.6892   -1.6890   -1.0295   -1.0293   -0.9599    1.8237    1.8254    1.8256    2.3010    2.3012    2.3586    3.3437    3.5362    3.5451    3.6958    3.7082
  1.2553  -12.7986  -12.7984  -12.7609  -12.5790  -12.5357  -12.5355   -6.2578   -6.2576   -6.1987   -5.4185   -5.3440   -5.3438   -4.5903   -4.5901   -4.4323   -3.6659   -3.6658   -3.6594   -2.5386   -2.2822   -2.2820   -1.8347   -1.7642   -1.7640   -1.0026   -1.0024   -0.9348    1.8249    1.8251    1.8292    2.3089    2.3091    2.3657    3.3606    3.5147    3.5419    3.6959    3.7618
  1.2746  -12.7928  -12.7926  -12.7555  -12.5748  -12.5320  -12.5318   -6.2398   -6.2396   -6.1809   -5.4288   -5.3573   -5.3571   -4.5852   -4.5850   -4.4265   -3.6680   -3.6673   -3.6671   -2.5314   -2.2822   -2.2820   -1.9186   -1.8451   -1.8449   -0.9770   -0.9768   -0.9107    1.8234    1.8236    1.8337    2.3188    2.3190    2.3753    3.3874    3.4809    3.4936    3.7065    3.7184
  1.2940  -12.7862  -12.7860  -12.7493  -12.5700  -12.5277  -12.5275   -6.2192   -6.2190   -6.1604   -5.4408   -5.3725   -5.3723   -4.5793   -4.5791   -4.4199   -3.6766   -3.6683   -3.6681   -2.5241   -2.2828   -2.2826   -2.0082   -1.9310   -1.9308   -0.9530   -0.9528   -0.8879    1.8204    1.8206    1.8366    2.3308    2.3310    2.3879    3.4196    3.4381    3.4612    3.7032    3.7254
  1.3133  -12.7789  -12.7787  -12.7424  -12.5647  -12.5230  -12.5228   -6.1959   -6.1958   -6.1372   -5.4543   -5.3896   -5.3894   -4.5727   -4.5725   -4.4128   -3.6850   -3.6687   -3.6685   -2.5171   -2.2843   -2.2841   -2.1024   -2.0214   -2.0212   -0.9304   -0.9302   -0.8666    1.8155    1.8157    1.8370    2.3453    2.3455    2.4039    3.3894    3.3930    3.4375    3.6461    3.7502
  1.3327  -12.7708  -12.7706  -12.7349  -12.5589  -12.5178  -12.5176   -6.1701   -6.1699   -6.1115   -5.4694   -5.4084   -5.4082   -4.5655   -4.5653   -4.4050   -3.6927   -3.6683   -3.6681   -2.5111   -2.2869   -2.2867   -2.2003   -2.1154   -2.1152   -0.9091   -0.9089   -0.8465    1.8084    1.8086    1.8344    2.3622    2.3624    2.4235    3.3368    3.3423    3.4478    3.5986    3.7795
  1.3520  -12.7620  -12.7618  -12.7267  -12.5526  -12.5122  -12.5120   -6.1417   -6.1415   -6.0833   -5.4860   -5.4290   -5.4288   -4.5577   -4.5575   -4.3968   -3.6994   -3.6670   -3.6668   -2.5070   -2.3003   -2.2917   -2.2915   -2.2118   -2.2116   -0.8889   -0.8887   -0.8277    1.7989    1.7991    1.8284    2.3817    2.3819    2.4469    3.2821    3.2914    3.4389    3.6132    3.8121
  1.3714  -12.7526  -12.7524  -12.7179  -12.5458  -12.5062  -12.5060   -6.1109   -6.1107   -6.0525   -5.5040   -5.4511   -5.4509   -4.5494   -4.5492   -4.3882   -3.7048   -3.6645   -3.6643   -2.5094   -2.3976   -2.3222   -2.3220   -2.2866   -2.2864   -0.8694   -0.8692   -0.8097    1.7868    1.7870    1.8187    2.4036    2.4038    2.4739    3.2265    3.2274    3.3753    3.6231    3.8473
  1.3907  -12.7426  -12.7424  -12.7087  -12.5386  -12.4999  -12.4997   -6.0776   -6.0774   -6.0194   -5.5234   -5.4746   -5.4744   -4.5407   -4.5405   -4.3793   -3.7086   -3.6609   -3.6607   -2.5478   -2.4624   -2.4198   -2.4197   -2.2982   -2.2980   -0.8504   -0.8502   -0.7923    1.7720    1.7722    1.8052    2.4279    2.4281    2.5043    3.1708    3.1711    3.3112    3.6856    3.8845
  1.4100  -12.7322  -12.7320  -12.6990  -12.5311  -12.4933  -12.4931   -6.0420   -6.0418   -5.9839   -5.5440   -5.4992   -5.4990   -4.5315   -4.5313   -4.3702   -3.7106   -3.6560   -3.6558   -2.6416   -2.5241   -2.5239   -2.4748   -2.3066   -2.3065   -0.8317   -0.8315   -0.7754    1.7545    1.7547    1.7881    2.4542    2.4544    2.5376    3.1161    3.1166    3.2526    3.7066    3.9232
  1.4294  -12.7212  -12.7210  -12.6889  -12.5232  -12.4865  -12.4863   -6.0041   -6.0039   -5.9462   -5.5657   -5.5248   -5.5246   -4.5221   -4.5219   -4.3610   -3.7107   -3.6498   -3.6496   -2.7489   -2.6302   -2.6300   -2.4764   -2.3163   -2.3161   -0.8129   -0.8127   -0.7585    1.7343    1.7345    1.7675    2.4823    2.4825    2.5730    3.0631    3.0639    3.1942    3.8053    3.9630
  1.4487  -12.7099  -12.7097  -12.6785  -12.5151  -12.4795  -12.4793   -5.9641   -5.9639   -5.9063   -5.5882   -5.5512   -5.5510   -4.5125   -4.5123   -4.3519   -3.7088   -3.6424   -3.6422   -2.8594   -2.7373   -2.7372   -2.4772   -2.3275   -2.3274   -0.7938   -0.7936   -0.7414    1.7116    1.7118    1.7438    2.5117    2.5119    2.6097    3.0126    3.0133    3.1364    3.8938    4.0034
  1.4681  -12.6983  -12.6981  -12.6679  -12.5068  -12.4724  -12.4722   -5.9220   -5.9218   -5.8643   -5.6114   -5.5780   -5.5778   -4.5029   -4.5027   -4.3430   -3.7048   -3.6337   -3.6335   -2.9710   -2.8450   -2.8448   -2.4788   -2.3405   -2.3404   -0.7741   -0.7740   -0.7240    1.6866    1.6868    1.7172    2.5418    2.5420    2.6465    2.9653    2.9657    3.0830    3.8488    4.0439
  1.4874  -12.6865  -12.6863  -12.6572  -12.4983  -12.4652  -12.4650   -5.8781   -5.8779   -5.8205   -5.6349   -5.6050   -5.6048   -4.4934   -4.4932   -4.3345   -3.6987   -3.6239   -3.6237   -3.0827   -2.9524   -2.9522   -2.4816   -2.3552   -2.3551   -0.7539   -0.7537   -0.7060    1.6594    1.6596    1.6881    2.5715    2.5717    2.6818    2.9224    2.9225    3.0338    3.8964    4.0841
  1.5068  -12.6745  -12.6743  -12.6464  -12.4897  -12.4580  -12.4578   -5.8327   -5.8325   -5.7753   -5.6581   -5.6316   -5.6314   -4.4842   -4.4840   -4.3265   -3.6906   -3.6133   -3.6131   -3.1939   -3.0591   -3.0589   -2.4859   -2.3716   -2.3715   -0.7328   -0.7326   -0.6873    1.6302    1.6305    1.6568    2.5994    2.5996    2.7126    2.8853    2.8855    2.9928    3.9655    4.1236
  1.5261  -12.6625  -12.6623  -12.6356  -12.4811  -12.4509  -12.4507   -5.7867   -5.7865   -5.7313   -5.6784   -5.6568   -5.6566   -4.4755   -4.4753   -4.3194   -3.6808   -3.6022   -3.6020   -3.3036   -3.1640   -3.1638   -2.4917   -2.3897   -2.3895   -0.7109   -0.7108   -0.6679    1.5995    1.5997    1.6238    2.6230    2.6231    2.7340    2.8566    2.8568    2.9638    4.0243    4.1619
  1.5455  -12.6505  -12.6503  -12.6249  -12.4725  -12.4439  -12.4437   -5.7445   -5.7443   -5.7166   -5.6760   -5.6758   -5.6675   -4.4676   -4.4674   -4.3134   -3.6695   -3.5916   -3.5914   -3.4109   -3.2659   -3.2657   -2.4990   -2.4092   -2.4090   -0.6882   -0.6880   -0.6478    1.5674    1.5676    1.5894    2.6382    2.6384    2.7401    2.8400    2.8401    2.9529    4.0300    4.1986
  1.5648  -12.6386  -12.6384  -12.6145  -12.4641  -12.4370  -12.4368   -5.7357   -5.7310   -5.7309   -5.6642   -5.6641   -5.6209   -4.4607   -4.4605   -4.3091   -3.6586   -3.5838   -3.5836   -3.5134   -3.3620   -3.3618   -2.5077   -2.4300   -2.4298   -0.6646   -0.6644   -0.6269    1.5343    1.5345    1.5540    2.6417    2.6418    2.7293    2.8389    2.8390    2.9616    4.1323    4.2336
  1.5841  -12.6270  -12.6268  -12.6044  -12.4557  -12.4305  -12.4303   -5.7576   -5.7481   -5.7479   -5.6196   -5.6194   -5.5693   -4.4553   -4.4551   -4.3072   -3.6613   -3.5968   -3.5868   -3.5867   -3.4435   -3.4434   -2.5178   -2.4519   -2.4517   -0.6404   -0.6402   -0.6054    1.5006    1.5008    1.5181    2.6341    2.6342    2.7073    2.8522    2.8523    2.9827    4.1143    4.2661
  1.6035  -12.6157  -12.6155  -12.5947  -12.4477  -12.4242  -12.4240   -5.7793   -5.7700   -5.7698   -5.5677   -5.5676   -5.5160   -4.4520   -4.4518   -4.3087   -3.7284   -3.6230   -3.6230   -3.6091   -3.4875   -3.4875   -2.5290   -2.4745   -2.4743   -0.6156   -0.6154   -0.5835    1.4668    1.4670    1.4821    2.6199    2.6200    2.6808    2.8753    2.8754    3.0100    4.1561    4.2961
  1.6228  -12.6049  -12.6047  -12.5856  -12.4399  -12.4184  -12.4182   -5.8000   -5.7919   -5.7917   -5.5136   -5.5134   -5.4615   -4.4514   -4.4512   -4.3154   -3.8133   -3.6927   -3.6926   -3.5949   -3.4931   -3.4930   -2.5412   -2.4975   -2.4973   -0.5906   -0.5904   -0.5614    1.4332    1.4334    1.4466    2.6032    2.6034    2.6538    2.9035    2.9037    3.0387    4.2254    4.3232
  1.6422  -12.5946  -12.5944  -12.5771  -12.4324  -12.4130  -12.4128   -5.8194   -5.8126   -5.8124   -5.4583   -5.4581   -5.4064   -4.4546   -4.4544   -4.3295   -3.8908   -3.7696   -3.7694   -3.5769   -3.4853   -3.4852   -2.5541   -2.5205   -2.5204   -0.5657   -0.5655   -0.5396    1.4005    1.4007    1.4121    2.5867    2.5868    2.6282    2.9339    2.9341    3.0663    4.2529    4.3470
